,week,polarity,subjectivity,close,lda_topic,rolling_polarity,rolling_subjectivity,close_minus_1,close_plus_1
0,2007-01-01,0.06654936461388074,0.34821114369501466,60.44,10,,,,77.64
1,2007-10-01,0.031020202020202017,0.4378398268398269,77.64,0,,,60.44,76.58
2,2007-10-08,0.009713724184312413,0.4833842399430635,76.58,0,,,77.64,82.75
3,2007-10-15,0.07011561297139564,0.5406320355516667,82.75,0,,,76.58,83.27
4,2007-10-22,0.06828074909066423,0.492110659312409,83.27,5,,,82.75,90.32
5,2007-10-29,0.016136220973883342,0.4657406873779786,90.32,0,,,83.27,90.49
6,2007-11-05,-0.046576354679802964,0.525927750410509,90.49,10,,,90.32,91.98
7,2007-11-12,0.1237483530961792,0.45029644268774704,91.98,5,,,90.49,92.28
8,2007-11-19,0.0025203089620085485,0.5929387641959929,92.28,6,,,91.98,89.8
9,2007-12-03,0.05049207940752057,0.5053402061582208,89.8,7,0.039200026064024375,0.4842421756172429,92.28,88.04
10,2007-12-10,0.06680821152987645,0.4484060919126037,88.04,0,0.03922591075562395,0.4942616704390018,89.8,90.12
11,2007-12-17,-0.022509674668765592,0.4818214067077704,90.12,0,0.033872923086727194,0.4986598284257962,88.04,92.7
12,2007-12-24,0.039401709401709416,0.4962820512820512,92.7,0,0.03684172160846689,0.499949609559695,90.12,97.84
13,2008-01-07,0.04792295481964827,0.4517544266223596,97.84,5,0.03462245579329215,0.4910618486667643,92.7,94.39
14,2008-01-14,0.03912411789124117,0.3566840693553023,94.39,10,0.03170679267334985,0.4775191896710536,97.84,91.38
15,2008-02-04,0.03665671183276818,0.4929651920849103,91.38,7,0.03375884175923833,0.4802416401417468,94.39,90.47
16,2008-02-11,0.06251660622621921,0.4813034135088161,90.47,5,0.044668137849840535,0.4757792064515775,91.38,93.53
17,2008-02-18,-0.009337797619047615,0.5045014880952379,93.53,0,0.03135952277831786,0.4811997109923266,90.47,97.69
18,2008-03-03,0.1016331001038982,0.4763953882185343,97.69,5,0.04127080189250683,0.4695453733945807,93.53,100.48
19,2008-03-10,0.06210714285714285,0.6306904761904761,100.48,10,0.04243230823746905,0.4820804003978062,97.69,104.16
20,2008-03-17,-0.05183484236115817,0.4974150340817008,104.16,0,0.030568002848365593,0.486981294614716,100.48,105.56
21,2008-03-24,0.005598437202210784,0.40627501429388224,105.56,3,0.03337881403546323,0.4794266553733271,104.16,100.3
22,2008-04-07,0.10636333362313656,0.43457399185737744,100.3,5,0.04007497645760594,0.4732558494308597,105.56,107.14
23,2008-04-14,0.07173518636430726,0.43691599609182025,107.14,6,0.04245619961207185,0.4717720063778058,100.3,109.84
24,2008-04-21,0.055663346940473514,0.4941351621285883,109.84,5,0.044110122516995066,0.4855171156551344,107.14,114.43
25,2008-04-28,0.04847679648644409,0.4528436381627101,114.43,5,0.04529213098236266,0.4815049602629144,109.84,116.74
26,2008-05-05,0.05038200918804895,0.5220124472150828,116.74,6,0.04407867127854563,0.485575863633541,114.43,117.99
27,2008-05-12,0.07939141929307705,0.4936136501854079,117.99,5,0.0529515929697581,0.48448707984255796,116.74,122.91
28,2008-05-19,-0.0026511173202058693,0.4306050926492926,122.91,0,0.042523171227347695,0.4799080502856338,117.99,125.06
29,2008-05-26,0.08584757220499772,0.4938750417694199,125.06,5,0.044897214162133166,0.4662265068435282,122.91,132.37
30,2008-06-02,0.02508905631832099,0.4872239275448242,132.37,0,0.052589604030081095,0.4652073961898405,125.06,128.02
31,2008-06-09,0.08383432723371217,0.4612562652311406,128.02,0,0.060413193033231234,0.4707055212835664,132.37,133.91
32,2008-06-16,0.03751020662315609,0.4528949239745289,133.91,5,0.05352788033323319,0.4725376144952815,128.02,133.72
33,2008-06-23,0.05902595717694635,0.4144169256406097,133.72,0,0.052256957414497096,0.4702877074501604,133.91,135.91
34,2008-06-30,0.07648929628043924,0.4304449149966731,135.91,0,0.05433955234849367,0.4639186827369688,133.72,139.83
35,2008-07-07,0.08971351697997097,0.4684056354465091,139.83,0,0.05846322439784636,0.4654748824653488,135.91,141.87
36,2008-07-14,0.0829177901719971,0.4599397362136213,141.87,0,0.06171680249624116,0.4592676113652026,139.83,143.92
37,2008-07-21,0.03560515870629389,0.4632382651938896,143.92,5,0.057338176437562866,0.4562300728660508,141.87,132.61
38,2008-07-28,0.07479255341791048,0.4432412062940662,132.61,6,0.06508254351137449,0.4574936842305281,143.92,125.84
39,2008-08-04,0.05216026644060608,0.4608766321727473,125.84,5,0.06171381293493532,0.4541938432708608,132.61,120.68
40,2008-08-11,0.07880625485217617,0.4582456703214093,120.68,5,0.06708553278832084,0.4512960175485193,125.84,112.67
41,2008-08-18,0.02836209107108214,0.4643459592648005,112.67,5,0.06153830917205784,0.4516049869518853,120.68,111.94
42,2008-08-25,0.08810934713786,0.4855611862578944,111.94,6,0.06659822322352824,0.4548716131802218,112.67,114.03
43,2008-09-01,0.09059870251376136,0.4658261534128086,114.03,6,0.06975549775720973,0.4600125359574418,111.94,109.41
44,2008-09-08,0.08941229236412024,0.4620765997125005,109.41,0,0.07104779736557784,0.4631757044290246,114.03,103.44
45,2008-09-15,0.01850607632441327,0.4876436941867282,103.44,7,0.06392705330002206,0.4650995103030464,109.41,92.38
46,2008-09-22,0.010247860252374692,0.4726132087455822,92.38,1,0.05666006030805984,0.4663668575562426,103.44,106.04
47,2008-09-29,0.04203029313166508,0.3735155140254128,106.04,10,0.057302573750596934,0.4573945824393949,92.38,93.98
48,2008-10-06,0.05280788918698786,0.4858495348380101,93.98,5,0.05510410732750468,0.4616554152937893,106.04,83.68
49,2008-10-13,0.07627389805437854,0.4467189740636033,83.68,5,0.05751547048888193,0.4602396494828749,93.98,77.46
50,2008-10-20,0.046761711612448686,0.4775921099945744,77.46,5,0.054311016164909166,0.4621742934501914,83.68,72.03
51,2008-10-27,0.04873908245507271,0.4847012207297449,72.03,5,0.05634871530330824,0.4642098195966858,77.46,61.41
52,2008-11-03,0.040669979748449714,0.451476445407265,61.41,5,0.0516047785643672,0.46080134551162294,72.03,60.48
53,2008-11-10,0.07044401609721937,0.4644027801200206,60.48,5,0.049589309922713015,0.4606590081823442,61.41,59.08
54,2008-11-17,0.07477713853204536,0.4244651125973175,59.08,6,0.048125794539505516,0.4568978594708259,60.48,52.31
55,2008-11-24,0.0810201340351016,0.4781973906180515,52.31,1,0.054377200310574365,0.4559532291139583,59.08,53.93
56,2008-12-01,0.056903624445720814,0.4839255857143496,53.93,5,0.05904277672990897,0.4570844668108349,52.31,47.97
57,2008-12-08,0.08196631281113413,0.4843217686613742,47.97,0,0.06303637869785587,0.468165092274431,53.93,43.42
58,2008-12-15,0.006115619378099446,0.490957483111762,43.42,4,0.058367151716967026,0.4686758871018062,47.97,44.6
59,2008-12-22,0.06512460029580767,0.4652098192435019,44.6,0,0.05725222194110995,0.4705249716197962,43.42,41.45
60,2008-12-29,0.03882423157856377,0.4819830756541844,41.45,4,0.05645847393772145,0.4709640681857572,44.6,46.91
61,2009-01-05,-0.029232804232804232,0.3617228835978836,46.91,7,0.04866128526893376,0.458666234472571,41.45,49.62
62,2009-01-12,0.07481099927633701,0.4494738855578136,49.62,5,0.05207538722172249,0.4584659784876258,46.91,42.91
63,2009-01-19,0.04491326694598729,0.4560493026455566,42.91,0,0.04952231230659928,0.4576306307401794,49.62,44.5
64,2009-01-26,0.036235084639159455,0.458651572049623,44.5,0,0.045668106917310686,0.4610492766854099,42.91,46.96
65,2009-02-02,0.07714191963491883,0.4583441198968507,46.96,6,0.04528028547729241,0.4590639496132899,44.5,43.82
66,2009-02-09,0.07840725462301436,0.4781042340163901,43.82,5,0.047430648495021765,0.4584818144434939,46.96,46.02
67,2009-02-16,0.0286304179788698,0.4982097106854517,46.02,6,0.042097059011795335,0.4598706086459017,43.82,43.28
68,2009-02-23,0.06900335961890319,0.4995528827659579,43.28,0,0.0483858330358757,0.4607301486113212,46.02,40.99
69,2009-03-02,0.06433048331242085,0.4884841364060957,40.99,0,0.04830642133753702,0.4630575803275806,43.28,42.21
70,2009-03-09,0.07012858312767851,0.4808744834000719,42.21,5,0.0514368564924485,0.4629467211021693,40.99,44.13
71,2009-03-16,0.08169119610984789,0.4761028620284877,44.13,5,0.06252925652671372,0.4743847189452298,42.21,43.98
72,2009-03-23,0.060931635107255924,0.4315322374432792,43.98,13,0.061141320109805615,0.4725905541337763,44.13,53.47
73,2009-03-30,0.07711039054909613,0.4887853721335652,53.47,0,0.06436103247011649,0.4758641610825771,43.98,47.99
74,2009-04-06,0.08609482667089685,0.4380135551324211,47.99,10,0.06934700667329023,0.473800359390857,53.47,52.24
75,2009-04-13,0.07810451470341939,0.4750684011482717,52.24,5,0.06944326618014028,0.4754727875159989,47.99,52.14
76,2009-04-20,0.06977881919957081,0.4806492601765555,52.14,5,0.06858042263779593,0.4757272901320155,52.24,49.86
77,2009-04-27,0.0632350852956438,0.4838421901696629,49.86,6,0.07204088936947334,0.4742905380804366,52.14,50.32
78,2009-05-04,0.05445574268747794,0.4392445435640793,50.32,6,0.07058612767633081,0.4682597041602488,49.86,54.58
79,2009-05-11,0.08410586886829223,0.5082544141066855,54.58,0,0.07256366623191794,0.4702367319303078,50.32,57.48
80,2009-05-18,0.0808079749922607,0.4520476296592588,57.48,0,0.07363160541837616,0.4673540465562265,54.58,58.47
81,2009-05-25,0.08115242646408538,0.4952589255790458,58.47,5,0.07357772845379991,0.4692696529112824,57.48,60.21
82,2009-06-01,0.04787652516211209,0.4945715404777434,60.21,6,0.07227221745928551,0.4755735832147288,58.47,67.97
83,2009-06-08,0.08402956492608876,0.4564080318444478,67.97,6,0.07296413489698478,0.472335849185817,60.21,67.88
84,2009-06-15,0.04935159781106997,0.4969200367111875,67.88,6,0.0692898120110021,0.4782264973436936,67.97,69.44
85,2009-06-22,0.056450075382064514,0.4795971614618849,69.44,5,0.0671243680788666,0.478679373375055,67.88,66.98
86,2009-06-29,0.0521115743396167,0.4888876506193509,66.98,5,0.06535764359287119,0.4795032124193345,69.44,70.99
87,2009-07-06,0.07576452817532932,0.4515845857698198,70.99,0,0.06661058788083972,0.4762774519793501,66.98,64.05
88,2009-07-13,0.09226484098290873,0.4726893572909218,64.05,0,0.07039149771038282,0.4796219333520344,70.99,60.69
89,2009-07-20,0.03963550108868991,0.4490713053260579,60.69,0,0.0659444609324226,0.4737036224739716,64.05,66.44
90,2009-07-27,0.09184908388507937,0.4978568236105386,66.44,6,0.06704857182170447,0.4782845418690994,60.69,70.81
91,2009-08-03,0.027328580236643026,0.4412396990382755,70.81,5,0.061666187198960234,0.4728826192150225,66.44,73.55
92,2009-08-10,0.07065593704014342,0.4498624490994307,73.55,5,0.06394412838676336,0.4684117100771912,70.81,73.5
93,2009-08-17,0.06387568742000561,0.4811900232877505,73.5,6,0.06192874063615505,0.4708899092215215,73.55,72.37
94,2009-08-24,0.0402462269903487,0.4571008242210004,72.37,5,0.061018203554082925,0.4669079879725028,73.5,74.26
95,2009-08-31,0.05840979447673723,0.4504602634926689,74.26,5,0.0612141754635502,0.4639942981755813,72.37,69.65
96,2009-09-07,0.0428924751806884,0.4812487157114715,69.65,7,0.060292265547657375,0.4632304046847933,74.26,66.53
97,2009-09-14,0.09211218971192324,0.4750937731354424,66.53,5,0.061927031701316776,0.4655813234213556,69.65,67.44
98,2009-09-21,0.042592047044983164,0.4532440098271671,67.44,5,0.056959752307524224,0.46363678867498,66.53,68.69
99,2009-09-28,0.07455176453639965,0.4922940467245175,68.69,5,0.0604513786522952,0.4679590628148261,67.44,65.54
100,2009-10-05,0.10196184669768006,0.4414553988449143,65.54,5,0.06146265493355526,0.4623189203382636,68.69,68.04
101,2009-10-12,0.07645501251550936,0.479055010969164,68.04,5,0.0663752981614419,0.4661004515313524,65.54,71.36
102,2009-10-19,0.06602049322728179,0.4357252052500798,71.36,5,0.06591175378015574,0.4646867271464173,68.04,77.77
103,2009-10-26,0.10517044941945818,0.5095774002135469,77.77,6,0.070041229980101,0.467525464838997,71.36,77.26
104,2009-11-02,0.08532059891704946,0.5017813971912216,77.26,5,0.07454866717277106,0.4719935221360191,77.77,76.55
105,2009-11-09,0.09591950649235284,0.4853656145533349,76.55,0,0.07829963837433263,0.4754840572420857,77.26,77.77
106,2009-11-16,0.08060129001809895,0.5185010095985086,77.77,5,0.08207051985807368,0.4792092866307894,76.55,78.97
107,2009-11-23,0.06536898593367926,0.4433456089843548,78.97,6,0.07939619948024927,0.4760344702156806,77.77,77.46
108,2009-11-30,0.093070597440549,0.4939066748372968,77.46,5,0.08444405451980586,0.4801007367166936,78.97,78.47
109,2009-12-07,0.10313413548537476,0.4822585262892541,78.47,1,0.08730229161470336,0.4790971846731672,77.46,76.43
110,2009-12-14,0.1005968146300018,0.4771559269794672,76.43,5,0.08716578840793554,0.4826672374866226,78.47,71.89
111,2009-12-21,0.1162000144926193,0.4899159140034137,71.89,6,0.09114028860564652,0.4837533277900475,76.43,72.99
112,2009-12-28,0.06719166306641487,0.4541435457196411,72.99,6,0.09125740558955983,0.4855951618370036,71.89,77.32
113,2010-01-04,0.10983419117769026,0.4650028823033428,77.32,6,0.09172377976538304,0.4811377100459832,72.99,80.97
114,2010-01-11,0.08868536935695524,0.4884205746617173,80.97,5,0.09206025680937363,0.4798016277930327,77.32,77.1
115,2010-01-18,0.06741331674625411,0.4695171881469768,77.1,0,0.08920963783476378,0.4782167851523969,80.97,73.69
116,2010-01-25,0.06805901317416899,0.462798085690872,73.69,5,0.08795541015037077,0.4726464927616333,77.1,73.11
117,2010-02-01,0.09783253085245246,0.4946211589060674,73.11,5,0.09120176464224808,0.4777740477538046,73.69,70.11
118,2010-02-08,0.07931406063216669,0.4646337551448307,70.11,5,0.08982611096140987,0.4748467557845579,73.11,72.51
119,2010-02-15,0.09080295439143088,0.4561138095878822,72.51,6,0.08859299285201548,0.4722322841144208,70.11,78.61
120,2010-02-22,0.09822977001821667,0.476147366590476,78.61,5,0.08835628839083698,0.4721314280755217,72.51,76.89
121,2010-03-01,0.11138525458126214,0.4872035378733965,76.89,0,0.08787481239970125,0.47186019046252,78.61,80.47
122,2010-03-08,0.07269893564601798,0.4891507483898394,80.47,5,0.08842553965766156,0.4753609107295398,76.89,77.89
